post_id,account_id,type,hashtags
3865756539886360409,40387258465,images,"BlackWomenWellness,womeninbusiness"
3865038328894934982,40387258465,images,"ArtificialIntelligence,learnai"
3855201756976381265,40387258465,images,womenshistory
3852067930650247027,40387258465,images,"TeenWellness,blackyouthdevelopment"
3851430910990934888,40387258465,images,selfcaresunday
3839857361553623433,40387258465,images,AuthorLife
3831804534994190889,40387258465,images,blackhistorymonth
3818780493622733207,40387258465,images,emotionalwellbeing
3816610303011094975,40387258465,images,mindfulliving
3815984837535342086,40387258465,images,personalgrowth
3812233363101561317,40387258465,images,selfcareroutine
3810699021594707561,40387258465,images,ᴍɪɴᴅsᴇᴛᴍᴀᴛᴛᴇʀs
3867671780467192242,6442381848,sidecar,"9brainz,buildinpublic,cleancode,codersofindia,codingdaily,codinglife,codingmemes,corporatelife,debugging,devcommunity,developerlife,developers,devhumor,engineeringlife,explorepage,innovation,itlife,productdevelopment,programmerlife,programming,softwaredevelopment,softwareengineer,startupindia,systemdesign,techindia,techlife,techmemes,viralreels,webdevelopment,workculture"
3866901531786566641,6442381848,images,"9brainz,9to5life,codersofindia,corporatehumor,corporateindia,corporatelife,dailyoffice,desimemes,developerlife,explorepage,funnyindia,hustleculture,indianoffice,indianstartup,instamemes,itlife,managerlife,memesindia,officefun,officememes,reelitfeelit,relatablememes,startupindia,techlife,techmemes,trendingmemes,viralreels,workculture,workmemes,workplacehumor"
3866160088931151653,6442381848,videos,
3865482338420090555,6442381848,videos,"9brainz,CoderLife,CorporateLife,CorporateMemes,DailyOfficeLife,DesiHumor,DevelopersLife,ExploreIndia,FunnyReels,GujjuVibes,ITLife,ITMemes,IndiaMemes,IndianOffice,IndianWorkCulture,OfficeLife,OfficeMemes,Rajkot,ReelIndia,RelatableContent,RelatableReels,StartupCulture,StartupLife,TechLife,TrendingReels,ViralReels,WorkMode,WorkplaceHumor"
3864742481388234072,6442381848,sidecar,"9brainz,backend,buglife,cloudcomputing,coding,codinglife,debugging,developer,developerlife,devops,explorepage,fullstack,india,indiandevelopers,indiantech,instagramreels,programmerlife,programming,reelitfeelit,reels,reelsindia,softwaredeveloper,startupindia,systemdesign,tech,technology,trending,viral,webdeveloper"
3864032663501429638,6442381848,videos,"9brainz,backend,buglife,cloudcomputing,coding,codinglife,codingmemes,debugging,developer,developerlife,explorepage,fullstack,india,indiandevelopers,indiantech,instagramreels,programmerlife,programming,reelitfeelit,reels,reelsindia,softwaredeveloper,startupindia,tech,techhumor,technology,trending,viral,webdeveloper"
